customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn,CustomerFeedback,MonthlyIncome
1236-WFCDV,Male,1,No,No,14,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card (automatic),90.45,1266.1,Yes,"I recently decided to cancel my service with this company after being a customer for 14 months. While the fiber optic internet service was fast and reliable, I found that the monthly charges of $90.45 were becoming too expensive for my budget. I also prefer the flexibility of a month-to-month contract, but ultimately decided to switch to a different provider with lower monthly rates. The automatic credit card payment method was convenient and hassle-free. Overall, I had a positive experience with the service itself, but the cost was the main reason for my decision to churn.",659
3130-ICDUP,Female,0,No,Yes,2,Yes,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,No,Credit card (automatic),80.55,188.1,No,"I have been with this fiber optic internet service for 2 months now and I am extremely satisfied with the speed and reliability of the connection. The monthly charges of $80.55 are reasonable for the quality of service I am receiving. I appreciate the convenience of automatic credit card payments and have had no issues with billing. Overall, I am happy with my decision to choose this provider and have no plans to switch to another company.",1031
2405-LBMUW,Female,0,Yes,Yes,61,No,No phone service,DSL,Yes,Yes,No,Yes,No,Yes,One year,Yes,Bank transfer (automatic),50.7,3088.75,No,"I have been a loyal customer of this DSL internet service provider for over five years now. The automatic bank transfer payment method has been convenient and hassle-free. The monthly charges of $50.7 are reasonable for the quality of service I receive. I have not experienced any issues with connectivity or speed, and I am satisfied with the reliability of the service. Overall, I am happy with my choice to stick with this provider for the long term.",8947
9313-CDOGY,Male,0,Yes,Yes,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,19.6,717.3,No,"I have been a customer with this company for 38 months and have been satisfied with the service overall. The monthly charges are very affordable at $19.6 and I appreciate the flexibility of having a month-to-month contract. However, I do wish that internet service was offered as part of the package. I have had no issues with payment using electronic check and overall have had a positive experience with this company.",1565
3417-TSCIC,Male,0,No,No,29,No,No phone service,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,24.85,788.05,No,"I have been a customer with this DSL internet service provider for almost 2 and a half years now and I have been very satisfied with the service. The monthly charges are very reasonable at $24.85 and I appreciate being able to pay by mailing in a check. The connection has been reliable and I have not experienced any issues with downtime. Overall, I am happy with the service and do not have any plans to switch providers.",9704
8380-PEFPE,Male,0,No,Yes,1,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Electronic check,71.65,71.65,Yes,"I recently switched to this internet service provider for their fiber optic internet and I must say I am extremely disappointed. The connection has been unreliable and the speed is nowhere near what was promised. Additionally, I find the monthly charges of $71.65 to be quite steep for the poor service I am receiving. I have already decided to cancel my subscription after only 1 month of service. I would not recommend this provider to anyone looking for reliable and affordable internet service.",9167
5740-YHGTW,Male,0,Yes,Yes,70,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),97.55,6669.05,No,"I have been a loyal customer of this company for over 5 years now and have been extremely satisfied with the fiber optic internet service they provide. The automatic credit card payment method makes it convenient for me to pay my monthly bill without any hassle. The monthly charges of $97.55 are reasonable for the quality of service I receive. I appreciate the flexibility of the month-to-month contract as it gives me the option to easily make changes if needed. Overall, I have had a positive experience with this company and would highly recommend their services to others.",5700
9112-WSNPU,Female,1,No,No,35,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Electronic check,70.55,2419.0,No,"I have been a customer with this company for 35 months now and I am extremely satisfied with their service. The fiber optic internet is fast and reliable, and I have had no issues with connectivity. The monthly charges are reasonable at $70.55 and the payment method through electronic check is convenient for me. Overall, I have no complaints and would highly recommend this company to others.",4860
7923-IYJWY,Male,1,No,No,67,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),116.1,7839.85,No,"I have been a customer with this company for over 5 years now and have been extremely satisfied with the service. The fiber optic internet is fast and reliable, and I have never experienced any issues with connectivity. The automatic credit card payment method is convenient and hassle-free. The monthly charges are reasonable for the quality of service provided. I have no plans to switch providers anytime soon. Overall, I would highly recommend this company to others.",8479
1934-MKPXS,Male,0,Yes,Yes,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),20.1,620.55,No,"I have been a customer with this company for over 2 and a half years now and I have had a positive experience overall. The monthly charges are affordable at $20.1 and I appreciate the convenience of having my payments automatically deducted from my credit card. 

Although I do not have internet service with this company, I have found their customer service to be helpful and responsive whenever I have had any questions or issues. I am satisfied with the one-year contract type and have no plans to churn at this time. Overall, I would recommend this company to others looking for reliable and affordable services.",7039
